"metric","kernel","window_type","window_size","macroFScore","microFScore","isOneHot"
euclidean,epanechnikov,fixed,0.433842,0.87408934,0.86474260,false
euclidean,epanechnikov,fixed,0.454501,0.86637810,0.85534511,false
euclidean,epanechnikov,fixed,0.475160,0.86266151,0.85087195,false
euclidean,epanechnikov,fixed,0.495819,0.85696339,0.84259259,false
euclidean,epanechnikov,fixed,0.516478,0.84592956,0.82873546,false
euclidean,epanechnikov,fixed,0.537138,0.83535627,0.81505153,false
euclidean,epanechnikov,fixed,0.557797,0.82219017,0.80116423,false
euclidean,epanechnikov,fixed,0.578456,0.81111618,0.78689957,false
euclidean,epanechnikov,fixed,0.599115,0.80768105,0.78235735,false
euclidean,epanechnikov,fixed,0.619774,0.78929560,0.75780333,false
euclidean,epanechnikov,fixed,0.640433,0.77213416,0.73452863,false
euclidean,epanechnikov,fixed,0.661092,0.75473675,0.71030454,false
euclidean,epanechnikov,fixed,0.681752,0.73696625,0.68517281,false
euclidean,epanechnikov,fixed,0.702411,0.72654691,0.67012257,false
euclidean,epanechnikov,fixed,0.723070,0.71944985,0.65982586,false
euclidean,epanechnikov,fixed,0.743729,0.70753451,0.63604900,false
euclidean,epanechnikov,fixed,0.764388,0.69314009,0.60610563,false
euclidean,epanechnikov,fixed,0.785047,0.66768774,0.56651082,false
euclidean,epanechnikov,fixed,0.805706,0.64441398,0.52906274,false
euclidean,epanechnikov,fixed,0.826365,0.63812539,0.50554860,false
euclidean,epanechnikov,fixed,0.847025,0.61721618,0.46925739,false
euclidean,epanechnikov,fixed,0.867684,0.59857467,0.44027239,false
euclidean,epanechnikov,fixed,0.888343,0.59387746,0.43220464,false
euclidean,epanechnikov,fixed,0.909002,0.58517253,0.41786897,false
euclidean,epanechnikov,fixed,0.929661,0.58008443,0.38450676,false
euclidean,epanechnikov,fixed,0.950320,0.56382774,0.35754114,false
euclidean,epanechnikov,fixed,0.970979,0.54718273,0.32526420,false
euclidean,epanechnikov,fixed,0.991639,0.53442679,0.30267164,false
euclidean,epanechnikov,fixed,1.012298,0.51261077,0.25973409,false
euclidean,epanechnikov,fixed,1.032957,0.40648350,0.23994470,false
euclidean,epanechnikov,fixed,1.053616,0.39393589,0.20511816,false
euclidean,epanechnikov,fixed,1.074275,0.39393589,0.20511816,false
euclidean,epanechnikov,fixed,1.094934,0.39393589,0.20511816,false
euclidean,epanechnikov,fixed,1.115593,0.39073264,0.19586898,false
euclidean,epanechnikov,fixed,1.136253,0.38424161,0.17665371,false
euclidean,epanechnikov,fixed,1.156912,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.177571,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.198230,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.218889,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.239548,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.260207,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.280867,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.301526,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.322185,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.342844,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.363503,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.384162,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.404821,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.425480,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.446140,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.466799,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.487458,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.508117,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.528776,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.549435,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.570094,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.590754,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.611413,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.632072,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.652731,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.673390,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.694049,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.714708,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.735368,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.756027,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.776686,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.797345,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.818004,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.838663,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.859322,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.879982,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.900641,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.921300,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.941959,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.962618,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,1.983277,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,2.003936,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,2.024595,0.16666667,0.16666667,false
euclidean,epanechnikov,fixed,2.045255,0.16666667,0.16666667,false
euclidean,quartic,variable,2.080000,0.92875656,0.92814287,false
euclidean,quartic,variable,4.160000,0.89895026,0.89576102,false
euclidean,quartic,variable,6.240000,0.89654679,0.89191625,false
euclidean,quartic,variable,8.320000,0.89791885,0.89177870,false
euclidean,quartic,variable,10.400000,0.90190735,0.89628305,false
euclidean,quartic,variable,12.480000,0.90190735,0.89628305,false
euclidean,quartic,variable,14.560000,0.90188793,0.89599045,false
euclidean,quartic,variable,16.640000,0.89787911,0.89118675,false
euclidean,quartic,variable,18.720000,0.89389913,0.88635961,false
euclidean,quartic,variable,20.800000,0.88994646,0.88150746,false
euclidean,quartic,variable,22.880000,0.88994646,0.88150746,false
euclidean,quartic,variable,24.960000,0.88994646,0.88150746,false
euclidean,quartic,variable,27.040000,0.88994646,0.88150746,false
euclidean,quartic,variable,29.120000,0.88994646,0.88150746,false
euclidean,quartic,variable,31.200000,0.88605340,0.87711111,false
euclidean,quartic,variable,33.280000,0.88036639,0.87245682,false
euclidean,quartic,variable,35.360000,0.88036639,0.87245682,false
euclidean,quartic,variable,37.440000,0.88036639,0.87245682,false
euclidean,quartic,variable,39.520000,0.88036639,0.87245682,false
euclidean,quartic,variable,41.600000,0.88036639,0.87245682,false
euclidean,quartic,variable,43.680000,0.88036639,0.87245682,false
euclidean,quartic,variable,45.760000,0.88036639,0.87245682,false
euclidean,quartic,variable,47.840000,0.88147186,0.87302278,false
euclidean,quartic,variable,49.920000,0.87754396,0.86819888,false
euclidean,quartic,variable,52.000000,0.87754396,0.86819888,false
euclidean,quartic,variable,54.080000,0.87754396,0.86819888,false
euclidean,quartic,variable,56.160000,0.88147186,0.87302278,false
euclidean,quartic,variable,58.240000,0.88147186,0.87302278,false
euclidean,quartic,variable,60.320000,0.88147186,0.87302278,false
euclidean,quartic,variable,62.400000,0.88147186,0.87302278,false
euclidean,quartic,variable,64.480000,0.87766193,0.86863293,false
euclidean,quartic,variable,66.560000,0.86825388,0.85958796,false
euclidean,quartic,variable,68.640000,0.86825388,0.85958796,false
euclidean,quartic,variable,70.720000,0.86448648,0.85516367,false
euclidean,quartic,variable,72.800000,0.86448648,0.85516367,false
euclidean,quartic,variable,74.880000,0.86448648,0.85516367,false
euclidean,quartic,variable,76.960000,0.86448648,0.85516367,false
euclidean,quartic,variable,79.040000,0.86058403,0.85041444,false
euclidean,quartic,variable,81.120000,0.86448648,0.85516367,false
euclidean,quartic,variable,83.200000,0.86448648,0.85516367,false
euclidean,quartic,variable,85.280000,0.86074236,0.85071798,false
euclidean,quartic,variable,87.360000,0.85702035,0.84624951,false
euclidean,quartic,variable,89.440000,0.84948574,0.83706752,false
euclidean,quartic,variable,91.520000,0.84948574,0.83706752,false
euclidean,quartic,variable,93.600000,0.84566621,0.83234805,false
euclidean,quartic,variable,95.680000,0.84566621,0.83234805,false
euclidean,quartic,variable,97.760000,0.84185941,0.82759697,false
euclidean,quartic,variable,99.840000,0.83823817,0.82313549,false
euclidean,quartic,variable,101.920000,0.83463286,0.81864602,false
euclidean,quartic,variable,104.000000,0.83463286,0.81864602,false
euclidean,quartic,variable,106.080000,0.83289774,0.81495374,false
euclidean,quartic,variable,108.160000,0.82938740,0.81041534,false
euclidean,quartic,variable,110.240000,0.81871986,0.79657439,false
euclidean,quartic,variable,112.320000,0.81503696,0.79187439,false
euclidean,quartic,variable,114.400000,0.81503696,0.79187439,false
euclidean,quartic,variable,116.480000,0.81503696,0.79187439,false
euclidean,quartic,variable,118.560000,0.80449490,0.77790742,false
euclidean,quartic,variable,120.640000,0.78699986,0.75430649,false
euclidean,quartic,variable,122.720000,0.78628194,0.74913588,false
euclidean,quartic,variable,124.800000,0.78290552,0.74425617,false
euclidean,quartic,variable,126.880000,0.77933804,0.73948729,false
euclidean,quartic,variable,128.960000,0.77260284,0.72959739,false
euclidean,quartic,variable,131.040000,0.76567635,0.71979123,false
euclidean,quartic,variable,133.120000,0.74887047,0.69380427,false
euclidean,quartic,variable,135.200000,0.73182957,0.66705297,false
euclidean,quartic,variable,137.280000,0.70768001,0.62823412,false
euclidean,quartic,variable,139.360000,0.69376974,0.60476935,false
euclidean,quartic,variable,141.440000,0.67602245,0.57542088,false
euclidean,quartic,variable,143.520000,0.66153293,0.55181778,false
euclidean,quartic,variable,145.600000,0.65090151,0.53046590,false
euclidean,quartic,variable,147.680000,0.62513661,0.48176369,false
euclidean,quartic,variable,149.760000,0.61407866,0.45662018,false
euclidean,quartic,variable,151.840000,0.60611461,0.44621383,false
euclidean,quartic,variable,153.920000,0.59453896,0.42319220,false
euclidean,quartic,variable,156.000000,0.44073832,0.35676493,false
euclidean,quartic,variable,158.080000,0.43445803,0.34514436,false
euclidean,quartic,variable,160.160000,0.42799462,0.33311170,false
euclidean,quartic,variable,162.240000,0.42468293,0.32693193,false
euclidean,quartic,variable,164.320000,0.42468293,0.32693193,false
euclidean,quartic,variable,166.400000,0.42468293,0.32693193,false
euclidean,quartic,variable,168.480000,0.42131036,0.32063813,false
euclidean,quartic,variable,170.560000,0.42131036,0.32063813,false
euclidean,quartic,variable,172.640000,0.43134507,0.32412632,false
euclidean,quartic,variable,174.720000,0.42496448,0.31107667,false
euclidean,quartic,variable,176.800000,0.41494805,0.29052149,false
euclidean,quartic,variable,178.880000,0.40786319,0.27610693,false
euclidean,quartic,variable,180.960000,0.40415321,0.26867019,false
euclidean,quartic,variable,183.040000,0.41260745,0.25617284,false
euclidean,quartic,variable,185.120000,0.40338505,0.23154623,false
euclidean,quartic,variable,187.200000,0.39711191,0.21414141,false
euclidean,quartic,variable,189.280000,0.39393589,0.20511816,false
euclidean,quartic,variable,191.360000,0.38750145,0.18638423,false
euclidean,quartic,variable,193.440000,0.38424161,0.17665371,false
euclidean,quartic,variable,195.520000,0.16666667,0.16666667,false
euclidean,quartic,variable,197.600000,0.16666667,0.16666667,false
euclidean,quartic,variable,199.680000,0.16666667,0.16666667,false
euclidean,quartic,variable,201.760000,0.16666667,0.16666667,false
euclidean,quartic,variable,203.840000,0.16666667,0.16666667,false
euclidean,quartic,variable,205.920000,0.16666667,0.16666667,false
euclidean,quartic,fixed,0.020659,0.16666667,0.16666667,false
euclidean,quartic,fixed,0.041318,0.16666667,0.16666667,false
euclidean,quartic,fixed,0.061977,0.50367827,0.24364070,false
euclidean,quartic,fixed,0.082637,0.56382774,0.36177286,false
euclidean,quartic,fixed,0.103296,0.65285527,0.53828904,false
euclidean,quartic,fixed,0.123955,0.76797600,0.71158998,false
euclidean,quartic,fixed,0.144614,0.82029092,0.78434805,false
euclidean,quartic,fixed,0.165273,0.84858806,0.83002583,false
euclidean,quartic,fixed,0.185932,0.90056276,0.89466685,false
euclidean,quartic,fixed,0.206591,0.89034057,0.88571654,false
euclidean,quartic,fixed,0.227251,0.90924465,0.90450973,false
euclidean,quartic,fixed,0.247910,0.90188793,0.89599045,false
euclidean,quartic,fixed,0.268569,0.90188793,0.89599045,false
euclidean,quartic,fixed,0.289228,0.89699565,0.89074772,false
euclidean,quartic,fixed,0.309887,0.89699565,0.89074772,false
euclidean,quartic,fixed,0.330546,0.89699565,0.89074772,false
euclidean,quartic,fixed,0.351205,0.89699565,0.89074772,false
euclidean,quartic,fixed,0.371864,0.89491817,0.88687897,false
euclidean,quartic,fixed,0.392524,0.89106155,0.88248045,false
euclidean,quartic,fixed,0.413183,0.88723190,0.87806473,false
euclidean,quartic,fixed,0.433842,0.87777301,0.86897809,false
euclidean,quartic,fixed,0.454501,0.87398659,0.86452824,false
euclidean,quartic,fixed,0.475160,0.87011626,0.85979542,false
euclidean,quartic,fixed,0.495819,0.86637810,0.85534511,false
euclidean,quartic,fixed,0.516478,0.87022401,0.86005730,false
euclidean,quartic,fixed,0.537138,0.86637810,0.85534511,false
euclidean,quartic,fixed,0.557797,0.86420279,0.85158292,false
euclidean,quartic,fixed,0.578456,0.85321764,0.83792943,false
euclidean,quartic,fixed,0.599115,0.84239023,0.82420605,false
euclidean,quartic,fixed,0.619774,0.83535627,0.81505153,false
euclidean,quartic,fixed,0.640433,0.82959829,0.81048827,false
euclidean,quartic,fixed,0.661092,0.81849487,0.79644809,false
euclidean,quartic,fixed,0.681752,0.80400579,0.77753702,false
euclidean,quartic,fixed,0.702411,0.80033081,0.77267323,false
euclidean,quartic,fixed,0.723070,0.79665492,0.76776422,false
euclidean,quartic,fixed,0.743729,0.78591288,0.75329678,false
euclidean,quartic,fixed,0.764388,0.75473675,0.71030454,false
euclidean,quartic,fixed,0.785047,0.74436382,0.69557248,false
euclidean,quartic,fixed,0.805706,0.74359410,0.68938272,false
euclidean,quartic,fixed,0.826365,0.72619635,0.66396546,false
euclidean,quartic,fixed,0.847025,0.72282878,0.65894355,false
euclidean,quartic,fixed,0.867684,0.72251073,0.65212105,false
euclidean,quartic,fixed,0.888343,0.69692886,0.61222744,false
euclidean,quartic,fixed,0.909002,0.68587814,0.59482013,false
euclidean,quartic,fixed,0.929661,0.67069189,0.57043825,false
euclidean,quartic,fixed,0.950320,0.64018717,0.52208078,false
euclidean,quartic,fixed,0.970979,0.63812539,0.50554860,false
euclidean,quartic,fixed,0.991639,0.62606569,0.48494905,false
euclidean,quartic,fixed,1.012298,0.61721618,0.46925739,false
euclidean,quartic,fixed,1.032957,0.60233953,0.44626771,false
euclidean,quartic,fixed,1.053616,0.58897379,0.42395813,false
euclidean,quartic,fixed,1.074275,0.58517253,0.41786897,false
euclidean,quartic,fixed,1.094934,0.58807588,0.39723705,false
euclidean,quartic,fixed,1.115593,0.58008443,0.38450676,false
euclidean,quartic,fixed,1.136253,0.55970400,0.34648442,false
euclidean,quartic,fixed,1.156912,0.54718273,0.32526420,false
euclidean,quartic,fixed,1.177571,0.53012048,0.29151809,false
euclidean,quartic,fixed,1.198230,0.51261077,0.25817854,false
euclidean,quartic,fixed,1.218889,0.40648350,0.23994470,false
euclidean,quartic,fixed,1.239548,0.40026141,0.22294788,false
euclidean,quartic,fixed,1.260207,0.39711191,0.21414141,false
euclidean,quartic,fixed,1.280867,0.39393589,0.20511816,false
euclidean,quartic,fixed,1.301526,0.39393589,0.20511816,false
euclidean,quartic,fixed,1.322185,0.39393589,0.20511816,false
euclidean,quartic,fixed,1.342844,0.39073264,0.19586898,false
euclidean,quartic,fixed,1.363503,0.38424161,0.17665371,false
euclidean,quartic,fixed,1.384162,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.404821,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.425480,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.446140,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.466799,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.487458,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.508117,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.528776,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.549435,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.570094,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.590754,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.611413,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.632072,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.652731,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.673390,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.694049,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.714708,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.735368,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.756027,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.776686,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.797345,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.818004,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.838663,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.859322,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.879982,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.900641,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.921300,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.941959,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.962618,0.16666667,0.16666667,false
euclidean,quartic,fixed,1.983277,0.16666667,0.16666667,false
euclidean,quartic,fixed,2.003936,0.16666667,0.16666667,false
euclidean,quartic,fixed,2.024595,0.16666667,0.16666667,false
euclidean,quartic,fixed,2.045255,0.16666667,0.16666667,false
euclidean,triweight,variable,2.080000,0.93342065,0.93280488,false
euclidean,triweight,variable,4.160000,0.91603688,0.91430428,false
euclidean,triweight,variable,6.240000,0.91227105,0.90996518,false
euclidean,triweight,variable,8.320000,0.90053247,0.89631980,false
euclidean,triweight,variable,10.400000,0.90594340,0.90102013,false
euclidean,triweight,variable,12.480000,0.89791885,0.89177870,false
euclidean,triweight,variable,14.560000,0.90592715,0.90077225,false
euclidean,triweight,variable,16.640000,0.90592715,0.90077225,false
euclidean,triweight,variable,18.720000,0.90592715,0.90077225,false
euclidean,triweight,variable,20.800000,0.90188793,0.89599045,false
euclidean,triweight,variable,22.880000,0.90188793,0.89599045,false
euclidean,triweight,variable,24.960000,0.90188793,0.89599045,false
euclidean,triweight,variable,27.040000,0.89787911,0.89118675,false
euclidean,triweight,variable,29.120000,0.89389913,0.88635961,false
euclidean,triweight,variable,31.200000,0.89389913,0.88635961,false
euclidean,triweight,variable,33.280000,0.89389913,0.88635961,false
euclidean,triweight,variable,35.360000,0.88994646,0.88150746,false
euclidean,triweight,variable,37.440000,0.88994646,0.88150746,false
euclidean,triweight,variable,39.520000,0.88994646,0.88150746,false
euclidean,triweight,variable,41.600000,0.88994646,0.88150746,false
euclidean,triweight,variable,43.680000,0.88605340,0.87711111,false
euclidean,triweight,variable,45.760000,0.88605340,0.87711111,false
euclidean,triweight,variable,47.840000,0.88605340,0.87711111,false
euclidean,triweight,variable,49.920000,0.88036639,0.87245682,false
euclidean,triweight,variable,52.000000,0.88036639,0.87245682,false
euclidean,triweight,variable,54.080000,0.88036639,0.87245682,false
euclidean,triweight,variable,56.160000,0.88036639,0.87245682,false
euclidean,triweight,variable,58.240000,0.88036639,0.87245682,false
euclidean,triweight,variable,60.320000,0.88036639,0.87245682,false
euclidean,triweight,variable,62.400000,0.88036639,0.87245682,false
euclidean,triweight,variable,64.480000,0.88036639,0.87245682,false
euclidean,triweight,variable,66.560000,0.87754396,0.86819888,false
euclidean,triweight,variable,68.640000,0.87754396,0.86819888,false
euclidean,triweight,variable,70.720000,0.87754396,0.86819888,false
euclidean,triweight,variable,72.800000,0.87754396,0.86819888,false
euclidean,triweight,variable,74.880000,0.87754396,0.86819888,false
euclidean,triweight,variable,76.960000,0.88147186,0.87302278,false
euclidean,triweight,variable,79.040000,0.88147186,0.87302278,false
euclidean,triweight,variable,81.120000,0.87766193,0.86863293,false
euclidean,triweight,variable,83.200000,0.87766193,0.86863293,false
euclidean,triweight,variable,85.280000,0.87387714,0.86422425,false
euclidean,triweight,variable,87.360000,0.87387714,0.86422425,false
euclidean,triweight,variable,89.440000,0.87011626,0.85979542,false
euclidean,triweight,variable,91.520000,0.87011626,0.85979542,false
euclidean,triweight,variable,93.600000,0.87011626,0.85979542,false
euclidean,triweight,variable,95.680000,0.87011626,0.85979542,false
euclidean,triweight,variable,97.760000,0.86626509,0.85503457,false
euclidean,triweight,variable,99.840000,0.86626509,0.85503457,false
euclidean,triweight,variable,101.920000,0.86255029,0.85060451,false
euclidean,triweight,variable,104.000000,0.85506635,0.84140022,false
euclidean,triweight,variable,106.080000,0.85129125,0.83661733,false
euclidean,triweight,variable,108.160000,0.85129125,0.83661733,false
euclidean,triweight,variable,110.240000,0.85506635,0.84140022,false
euclidean,triweight,variable,112.320000,0.84777480,0.83245661,false
euclidean,triweight,variable,114.400000,0.84777480,0.83245661,false
euclidean,triweight,variable,116.480000,0.84017644,0.82415686,false
euclidean,triweight,variable,118.560000,0.83310937,0.81507683,false
euclidean,triweight,variable,120.640000,0.83310937,0.81507683,false
euclidean,triweight,variable,122.720000,0.83310937,0.81507683,false
euclidean,triweight,variable,124.800000,0.83310937,0.81507683,false
euclidean,triweight,variable,126.880000,0.82567277,0.80571909,false
euclidean,triweight,variable,128.960000,0.81849487,0.79644809,false
euclidean,triweight,variable,131.040000,0.80815281,0.78261494,false
euclidean,triweight,variable,133.120000,0.80379340,0.77291077,false
euclidean,triweight,variable,135.200000,0.80021105,0.76823255,false
euclidean,triweight,variable,137.280000,0.79681281,0.76342212,false
euclidean,triweight,variable,139.360000,0.78290552,0.74425617,false
euclidean,triweight,variable,141.440000,0.77616287,0.73434043,false
euclidean,triweight,variable,143.520000,0.76923845,0.72457000,false
euclidean,triweight,variable,145.600000,0.75242765,0.69852370,false
euclidean,triweight,variable,147.680000,0.74569922,0.68763782,false
euclidean,triweight,variable,149.760000,0.73896265,0.67645482,false
euclidean,triweight,variable,151.840000,0.71829243,0.64378886,false
euclidean,triweight,variable,153.920000,0.71489523,0.63774992,false
euclidean,triweight,variable,156.000000,0.69092239,0.59259048,false
euclidean,triweight,variable,158.080000,0.68033703,0.57399166,false
euclidean,triweight,variable,160.160000,0.65533075,0.52734395,false
euclidean,triweight,variable,162.240000,0.63334639,0.48514723,false
euclidean,triweight,variable,164.320000,0.61102567,0.43525582,false
euclidean,triweight,variable,166.400000,0.60331247,0.42067901,false
euclidean,triweight,variable,168.480000,0.45704437,0.39565145,false
euclidean,triweight,variable,170.560000,0.44802503,0.38028976,false
euclidean,triweight,variable,172.640000,0.44495616,0.37501146,false
euclidean,triweight,variable,174.720000,0.43871075,0.36420269,false
euclidean,triweight,variable,176.800000,0.43552858,0.35866667,false
euclidean,triweight,variable,178.880000,0.43230245,0.35303902,false
euclidean,triweight,variable,180.960000,0.43761911,0.35100444,false
euclidean,triweight,variable,183.040000,0.43761911,0.35100444,false
euclidean,triweight,variable,185.120000,0.43125131,0.33918129,false
euclidean,triweight,variable,187.200000,0.42799462,0.33311170,false
euclidean,triweight,variable,189.280000,0.42468293,0.32693193,false
euclidean,triweight,variable,191.360000,0.42468293,0.32693193,false
euclidean,triweight,variable,193.440000,0.41786995,0.31422631,false
euclidean,triweight,variable,195.520000,0.41075064,0.30103176,false
euclidean,triweight,variable,197.600000,0.42169249,0.30436040,false
euclidean,triweight,variable,199.680000,0.41145509,0.28338883,false
euclidean,triweight,variable,201.760000,0.40029963,0.26107269,false
euclidean,triweight,variable,203.840000,0.38744696,0.23725225,false
euclidean,triweight,variable,205.920000,0.39393589,0.20511816,false
euclidean,triweight,fixed,0.020659,0.16666667,0.16666667,false
euclidean,triweight,fixed,0.041318,0.16666667,0.16666667,false
euclidean,triweight,fixed,0.061977,0.50367827,0.24364070,false
euclidean,triweight,fixed,0.082637,0.56382774,0.36177286,false
euclidean,triweight,fixed,0.103296,0.65285527,0.53828904,false
euclidean,triweight,fixed,0.123955,0.76797600,0.71158998,false
euclidean,triweight,fixed,0.144614,0.82745590,0.79295676,false
euclidean,triweight,fixed,0.165273,0.85242217,0.83432982,false
euclidean,triweight,fixed,0.185932,0.90470360,0.89916581,false
euclidean,triweight,fixed,0.206591,0.88960808,0.88535547,false
euclidean,triweight,fixed,0.227251,0.89865411,0.89504880,false
euclidean,triweight,fixed,0.247910,0.90511236,0.90038146,false
euclidean,triweight,fixed,0.268569,0.90188793,0.89599045,false
euclidean,triweight,fixed,0.289228,0.90922015,0.90516772,false
euclidean,triweight,fixed,0.309887,0.90103808,0.89557531,false
euclidean,triweight,fixed,0.330546,0.90103808,0.89557531,false
euclidean,triweight,fixed,0.351205,0.89699565,0.89074772,false
euclidean,triweight,fixed,0.371864,0.89699565,0.89074772,false
euclidean,triweight,fixed,0.392524,0.89787911,0.89118675,false
euclidean,triweight,fixed,0.413183,0.89491817,0.88687897,false
euclidean,triweight,fixed,0.433842,0.89106155,0.88248045,false
euclidean,triweight,fixed,0.454501,0.89106155,0.88248045,false
euclidean,triweight,fixed,0.475160,0.88158450,0.87340818,false
euclidean,triweight,fixed,0.495819,0.87398659,0.86452824,false
euclidean,triweight,fixed,0.516478,0.87011626,0.85979542,false
euclidean,triweight,fixed,0.537138,0.87011626,0.85979542,false
euclidean,triweight,fixed,0.557797,0.87011626,0.85979542,false
euclidean,triweight,fixed,0.578456,0.86626509,0.85503457,false
euclidean,triweight,fixed,0.599115,0.86255029,0.85060451,false
euclidean,triweight,fixed,0.619774,0.86420279,0.85158292,false
euclidean,triweight,fixed,0.640433,0.85321764,0.83792943,false
euclidean,triweight,fixed,0.661092,0.83870173,0.81951412,false
euclidean,triweight,fixed,0.681752,0.83169682,0.81039381,false
euclidean,triweight,fixed,0.702411,0.83535627,0.81505153,false
euclidean,triweight,fixed,0.723070,0.83169682,0.81039381,false
euclidean,triweight,fixed,0.743729,0.81480392,0.79169374,false
euclidean,triweight,fixed,0.764388,0.80033081,0.77267323,false
euclidean,triweight,fixed,0.785047,0.80033081,0.77267323,false
euclidean,triweight,fixed,0.805706,0.79665492,0.76776422,false
euclidean,triweight,fixed,0.826365,0.79581369,0.76269748,false
euclidean,triweight,fixed,0.847025,0.78159014,0.74298423,false
euclidean,triweight,fixed,0.867684,0.75756245,0.70944352,false
euclidean,triweight,fixed,0.888343,0.75085577,0.69983165,false
euclidean,triweight,fixed,0.909002,0.74750119,0.69494428,false
euclidean,triweight,fixed,0.929661,0.74023929,0.68451785,false
euclidean,triweight,fixed,0.950320,0.72613374,0.65764482,false
euclidean,triweight,fixed,0.970979,0.72251073,0.65212105,false
euclidean,triweight,fixed,0.991639,0.71153139,0.63507105,false
euclidean,triweight,fixed,1.012298,0.69350060,0.60714577,false
euclidean,triweight,fixed,1.032957,0.68587814,0.59482013,false
euclidean,triweight,fixed,1.053616,0.67016401,0.56889772,false
euclidean,triweight,fixed,1.074275,0.65148301,0.53976347,false
euclidean,triweight,fixed,1.094934,0.64221025,0.51286027,false
euclidean,triweight,fixed,1.115593,0.62972278,0.49047837,false
euclidean,triweight,fixed,1.136253,0.62170584,0.47718571,false
euclidean,triweight,fixed,1.156912,0.61721618,0.46925739,false
euclidean,triweight,fixed,1.177571,0.59765156,0.43819370,false
euclidean,triweight,fixed,1.198230,0.58897379,0.42395813,false
euclidean,triweight,fixed,1.218889,0.58517253,0.41786897,false
